player_id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_23_xp,gw_23_prob_of_appearing,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
438,Biancone,16,NFO,2,DEF,3.9,0.0,0.0,0,0.0,Unavailable,0.1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Boly,16,NFO,2,DEF,4.5,0.0,2.5,37,0.0,Injured,0.4,4,394,2.53682,0.0,2.56353,0.46925,2.7289,0.84163,2.25861,0.861,2.20776,0.861,2.21929,0.861,2.33884,0.861,2.86492,0.861,2.86245,0.861,2.14093,0.861,2.74994,0.861,2.37563,0.861,1.94153,0.861,2.46477,0.861,2.29146,0.861,2.86724,0.861
440,Bowler,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Cook,16,NFO,2,DEF,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Danilo,16,NFO,3,MID,5.3,5.0,1.9,28,100.0,Available,0.1,514,128,2.52171,0.91962,2.64312,0.91962,2.57441,0.91962,2.39913,0.91962,2.48417,0.91962,2.4589,0.91962,2.54183,0.91962,2.54188,0.91962,2.6872,0.91962,2.45932,0.91962,2.58289,0.91962,2.48005,0.91962,2.38811,0.91962,2.57143,0.91962,2.5289,0.91962,2.49492,0.91962
443,Dennis,16,NFO,4,FWD,4.8,0.0,0.0,0,0.0,Unavailable,0.1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Dräger,16,NFO,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Felipe,16,NFO,2,DEF,4.4,0.0,0.3,1,25.0,Doubtful,0.0,1,8,2.29687,0.0469,2.28556,0.18173,2.39491,0.37519,1.98569,0.49829,1.94144,0.55692,1.95147,0.58623,2.0555,0.58623,2.51327,0.58623,2.51111,0.58623,1.88328,0.58623,2.41322,0.58623,2.08751,0.58623,1.70977,0.58623,2.16508,0.58623,2.01427,0.58623,2.51528,0.58623
446,Freuler,16,NFO,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,1,2.57056,0.0,2.56436,0.0,2.55972,0.0,2.41961,0.0,2.49096,0.0,2.48575,0.0,2.45762,0.0,2.49917,0.0,2.62501,0.0,2.46954,0.0,2.55394,0.0,2.48439,0.0,2.36355,0.0,2.54229,0.0,2.49001,0.0,2.48608,0.0
447,Gibbs-White,16,NFO,3,MID,5.7,1.0,3.2,68,100.0,Available,1.4,645,1935,4.13842,0.82812,4.44448,0.82812,4.36182,0.82812,4.03576,0.82812,4.22542,0.82812,4.17082,0.82812,4.35006,0.82812,4.35017,0.82812,4.66423,0.82812,4.17173,0.82812,4.43879,0.82812,4.21652,0.82812,4.01783,0.82812,4.41403,0.82812,4.32211,0.82812,4.24867,0.82812
448,Hennessey,16,NFO,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.2,46,52,3.03868,0.002,2.84194,0.002,3.20517,0.002,2.84808,0.002,2.84865,0.002,3.04879,0.002,2.99503,0.002,3.08319,0.002,3.2687,0.002,2.96258,0.002,2.91458,0.002,3.21792,0.002,2.97114,0.002,2.97731,0.002,3.0415,0.002,3.02759,0.002
449,Horvath,16,NFO,1,GKP,4.3,0.0,0.0,0,,Available,0.1,13,20,3.37045,0.00201,3.13647,0.00201,3.56846,0.00201,3.14377,0.00201,3.14445,0.00201,3.38248,0.00201,3.31854,0.00201,3.42339,0.00201,3.64403,0.00201,3.27995,0.00201,3.22287,0.00201,3.58362,0.00201,3.29012,0.00201,3.29746,0.00201,3.37381,0.00201,3.35727,0.00201
451,Kouyaté,16,NFO,3,MID,4.8,0.0,1.0,10,75.0,Doubtful,0.0,1,8,1.43979,0.21036,1.52168,0.34923,1.49057,0.39032,1.41143,0.41086,1.4462,0.41086,1.43414,0.41086,1.47373,0.41086,1.47375,0.41086,1.54312,0.41086,1.43434,0.41086,1.49333,0.41086,1.44423,0.41086,1.40035,0.41086,1.48786,0.41086,1.46756,0.41086,1.45133,0.41086
452,Laryea,16,NFO,2,DEF,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Mangala,16,NFO,3,MID,5.0,1.5,2.0,40,100.0,Available,0.0,20,25,2.64689,0.87195,2.79224,0.87195,2.75355,0.87195,2.57682,0.87195,2.66722,0.87195,2.64133,0.87195,2.72632,0.87195,2.72637,0.87195,2.87527,0.87195,2.64177,0.87195,2.76839,0.87195,2.663,0.87195,2.5688,0.87195,2.75665,0.87195,2.71307,0.87195,2.67825,0.87195
454,Mbe Soh,16,NFO,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,McKenna,16,NFO,2,DEF,4.4,0.0,2.4,12,0.0,Unavailable,0.1,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Mighten,16,NFO,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,1,1.44885,0.0,1.44585,0.0,1.4436,0.0,1.37568,0.0,1.41027,0.0,1.40624,0.0,1.39411,0.0,1.41425,0.0,1.47524,0.0,1.39989,0.0,1.44079,0.0,1.40708,0.0,1.34851,0.0,1.43515,0.0,1.40981,0.0,1.4079,0.0
457,Niakhaté,16,NFO,2,DEF,4.5,0.0,1.3,18,75.0,Doubtful,0.1,1,27,2.48982,0.4665,2.48173,0.771,2.57482,0.84156,2.16008,0.86911,2.11523,0.86911,2.1254,0.86911,2.23083,0.86911,2.69478,0.86911,2.6926,0.86911,2.05629,0.86911,2.59338,0.86911,2.26327,0.86911,1.88044,0.86911,2.34189,0.86911,2.18904,0.86911,2.69682,0.86911
458,O'Brien,16,NFO,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,2.07264,0.0,2.08001,0.0,2.05956,0.0,1.94819,0.0,2.00788,0.0,2.0112,0.0,1.96779,0.0,2.01475,0.0,2.13658,0.0,1.98996,0.0,2.04874,0.0,2.00238,0.0,1.89983,0.0,2.01889,0.0,2.00708,0.0,1.98649,0.0
459,Ojeda,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Panzo,16,NFO,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,6,1.8627,0.0,1.81288,0.0,1.98863,0.0,1.50144,0.0,1.45264,0.0,1.48157,0.0,1.46376,0.0,1.86502,0.0,1.92185,0.0,1.45787,0.0,1.98917,0.0,1.66042,0.0,1.25609,0.0,1.54944,0.0,1.55396,0.0,2.11698,0.0
461,O.Richards,16,NFO,2,DEF,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,G.Scarpa,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,J.Shelvey,16,NFO,3,MID,4.8,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Surridge,16,NFO,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Toffolo,16,NFO,2,DEF,4.4,0.5,2.9,41,100.0,Available,0.1,71,272,2.66052,0.71019,2.69567,0.71019,2.86903,0.71019,2.40933,0.71019,2.36773,0.71019,2.37922,0.71019,2.49839,0.71019,3.02278,0.71019,3.02031,0.71019,2.30111,0.71019,2.90817,0.71019,2.53506,0.71019,2.10234,0.71019,2.62391,0.71019,2.45116,0.71019,3.02509,0.71019
466,Ui-jo,16,NFO,4,FWD,4.4,0.0,0.0,0,0.0,Unavailable,0.3,0,96,1.52664,0.0,1.57614,0.0,1.56405,0.0,1.52515,0.0,1.57607,0.0,1.45588,0.0,1.4006,0.0,1.50159,0.0,1.74656,0.0,1.42484,0.0,1.56772,0.0,1.5649,0.0,1.40768,0.0,1.58053,0.0,1.45459,0.0,1.53101,0.0
467,Williams,16,NFO,2,DEF,4.3,1.0,1.5,19,,Available,0.2,83,104,1.9795,0.86365,2.05966,0.86365,2.22981,0.86365,1.88468,0.86365,1.8524,0.86365,1.86176,0.86365,1.9589,0.86365,2.38636,0.86365,2.38435,0.86365,1.79809,0.86365,2.29293,0.86365,1.98879,0.86365,1.63607,0.86365,2.06122,0.86365,1.9204,0.86365,2.38824,0.86365
468,Wood,16,NFO,4,FWD,5.0,4.5,3.8,75,100.0,Available,1.8,4041,8322,3.027,0.93217,3.24865,0.93217,3.15246,0.93217,2.93455,0.93217,3.06802,0.93217,3.03259,0.93217,3.08426,0.93217,3.01896,0.93217,3.57054,0.93217,3.17538,0.93217,3.1143,0.93217,3.31738,0.93217,2.84331,0.93217,3.1528,0.93217,2.95707,0.93217,3.00873,0.93217
469,Worrall,16,NFO,2,DEF,4.3,0.0,1.9,13,100.0,Available,0.1,4,23,2.30709,0.12997,2.32539,0.12997,2.42981,0.12997,2.03903,0.12997,1.99677,0.12997,2.00635,0.12997,2.10569,0.12997,2.54284,0.12997,2.54078,0.12997,1.94124,0.12997,2.44729,0.12997,2.13626,0.12997,1.77555,0.12997,2.21033,0.12997,2.06632,0.12997,2.54476,0.12997
470,Yates,16,NFO,3,MID,4.8,1.5,1.4,27,100.0,Available,0.0,5,15,2.19381,0.92215,2.38243,0.92215,2.37796,0.92215,2.2724,0.92215,2.36854,0.92215,2.34486,0.92215,2.42258,0.92215,2.42263,0.92215,2.55881,0.92215,2.34526,0.92215,2.46106,0.92215,2.36468,0.92215,2.27853,0.92215,2.45032,0.92215,2.41047,0.92215,2.37862,0.92215
604,Aina,16,NFO,2,DEF,4.5,0.0,2.4,34,0.0,Injured,0.2,4,393,2.69506,0.0,2.69756,0.26436,2.81129,0.71809,2.37069,0.74259,2.32305,0.74259,2.33385,0.74259,2.44585,0.74259,2.93873,0.74259,2.93641,0.74259,2.26043,0.74259,2.831,0.74259,2.48032,0.74259,2.07362,0.74259,2.56383,0.74259,2.40146,0.74259,2.94089,0.74259
636,G.Shelvey,16,NFO,1,GKP,3.9,0.0,0.0,0,,Available,0.0,19,16,3.10764,0.002,2.90462,0.002,3.27944,0.002,2.91095,0.002,2.91154,0.002,3.11807,0.002,3.0626,0.002,3.15357,0.002,3.34501,0.002,3.02911,0.002,2.97958,0.002,3.2926,0.002,3.03794,0.002,3.0443,0.002,3.11055,0.002,3.0962,0.002
637,Powell,16,NFO,2,DEF,3.9,0.0,0.0,0,,Available,0.1,88,70,1.57265,0.00073,1.56383,0.00073,1.64915,0.00073,1.32984,0.00073,1.29531,0.00073,1.30314,0.00073,1.38431,0.00073,1.7415,0.00073,1.73982,0.00073,1.24993,0.00073,1.66344,0.00073,1.40929,0.00073,1.11454,0.00073,1.46981,0.00073,1.35214,0.00073,1.74308,0.00073
679,G.Montiel,16,NFO,2,DEF,4.4,2.0,2.4,19,100.0,Available,0.1,172,161,2.67136,0.67912,2.61055,0.67912,2.69104,0.67912,2.21614,0.67912,2.17218,0.67912,2.18453,0.67912,2.31261,0.67912,2.87626,0.67912,2.8736,0.67912,2.10057,0.67912,2.75307,0.67912,2.35203,0.67912,1.88693,0.67912,2.44753,0.67912,2.26185,0.67912,2.87874,0.67912
696,Murillo,16,NFO,2,DEF,4.5,1.0,2.0,32,100.0,Available,0.1,130,208,3.04409,0.87057,3.09782,0.87057,3.28538,0.87057,2.81085,0.87057,2.77421,0.87057,2.78678,0.87057,2.91716,0.87057,3.4909,0.87057,3.4882,0.87057,2.70132,0.87057,3.3655,0.87057,2.95728,0.87057,2.48386,0.87057,3.0545,0.87057,2.86549,0.87057,3.49342,0.87057
710,Odysseas,16,NFO,1,GKP,4.5,0.0,2.4,12,,Available,0.1,21,78,3.49561,0.06135,3.25767,0.06135,3.69696,0.06135,3.26509,0.06135,3.26579,0.06135,3.50783,0.06135,3.44282,0.06135,3.54943,0.06135,3.7738,0.06135,3.40357,0.06135,3.34552,0.06135,3.71238,0.06135,3.41392,0.06135,3.42138,0.06135,3.49901,0.06135,3.4822,0.06135
711,Omobamidele,16,NFO,2,DEF,4.5,1.0,1.0,2,,Available,0.0,18,12,2.52333,0.38737,2.54274,0.38737,2.6935,0.38737,2.27967,0.38737,2.24714,0.38737,2.25806,0.38737,2.37132,0.38737,2.86972,0.38737,2.86737,0.38737,2.18382,0.38737,2.76079,0.38737,2.40617,0.38737,1.99491,0.38737,2.49062,0.38737,2.32643,0.38737,2.87191,0.38737
712,Dominguez,16,NFO,3,MID,5.0,2.5,3.2,41,100.0,Available,0.0,80,94,2.64383,0.75945,2.80652,0.75945,2.75017,0.75945,2.60337,0.75945,2.70387,0.75945,2.67708,0.75945,2.765,0.75945,2.76505,0.75945,2.91909,0.75945,2.67753,0.75945,2.80852,0.75945,2.6995,0.75945,2.60205,0.75945,2.79637,0.75945,2.75129,0.75945,2.71527,0.75945
713,Sangaré,16,NFO,3,MID,4.9,0.0,1.7,19,0.0,Injured,0.0,2,4,2.37727,0.0,2.50399,0.26303,2.43984,0.47176,2.27666,0.48262,2.34835,0.48262,2.32349,0.48262,2.40512,0.48262,2.40517,0.48262,2.5482,0.48262,2.3239,0.48262,2.44553,0.48262,2.3443,0.48262,2.25381,0.48262,2.43425,0.48262,2.39239,0.48262,2.35894,0.48262
714,Origi,16,NFO,4,FWD,5.0,0.0,0.9,8,0.0,Injured,0.1,19,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,McDonnell,16,NFO,3,MID,4.5,0.0,0.0,0,,Available,0.0,6,0,1.45587,0.20917,1.50646,0.20917,1.47764,0.20917,1.40434,0.20917,1.43655,0.20917,1.42538,0.20917,1.46205,0.20917,1.46207,0.20917,1.52632,0.20917,1.42556,0.20917,1.4802,0.20917,1.43473,0.20917,1.39408,0.20917,1.47513,0.20917,1.45633,0.20917,1.4413,0.20917
780,Osong,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,14,9,1.53524,0.19515,1.67013,0.19515,1.60896,0.19515,1.50025,0.19515,1.54911,0.19515,1.53306,0.19515,1.55646,0.19515,1.52689,0.19515,1.77661,0.19515,1.59771,0.19515,1.57005,0.19515,1.66199,0.19515,1.44737,0.19515,1.58749,0.19515,1.49888,0.19515,1.52226,0.19515
781,Gardner,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,23,11,1.53524,0.19515,1.67013,0.19515,1.60896,0.19515,1.50025,0.19515,1.54911,0.19515,1.53306,0.19515,1.55646,0.19515,1.52689,0.19515,1.77661,0.19515,1.59771,0.19515,1.57005,0.19515,1.66199,0.19515,1.44737,0.19515,1.58749,0.19515,1.49888,0.19515,1.52226,0.19515
801,Reyna,16,NFO,3,MID,5.0,0.0,0.0,0,,Available,0.0,91,0,2.45864,0.66628,2.56896,0.66628,2.50612,0.66628,2.34628,0.66628,2.41651,0.66628,2.39215,0.66628,2.47211,0.66628,2.47216,0.66628,2.61226,0.66628,2.39256,0.66628,2.5117,0.66628,2.41254,0.66628,2.32391,0.66628,2.50065,0.66628,2.45965,0.66628,2.42688,0.66628
27,Trusty,17,SHU,2,DEF,3.9,0.5,1.1,19,,Available,2.3,906,2027,2.28771,0.93286,2.17417,0.93286,2.2024,0.93286,2.54121,0.93286,2.2805,0.93286,2.4749,0.93286,2.18419,0.93286,2.67902,0.93286,1.72969,0.93286,2.20565,0.93286,2.30782,0.93286,2.76927,0.93286,1.92913,0.93286,2.698,0.93286,2.27543,0.93286,2.28936,0.93286
33,Archer,17,SHU,4,FWD,4.4,1.0,2.9,58,,Available,6.4,3291,15010,2.64003,0.93848,2.68712,0.93848,2.81859,0.93848,2.83112,0.93848,2.61742,0.93848,2.79963,0.93848,2.70751,0.93848,3.25065,0.93848,2.55791,0.93848,2.73167,0.93848,2.6957,0.93848,3.08856,0.93848,2.85601,0.93848,3.29252,0.93848,3.03648,0.93848,2.84056,0.93848
360,McAtee,17,SHU,3,MID,4.4,4.5,2.8,50,100.0,Available,0.7,3533,887,2.54155,0.92703,2.59883,0.92703,2.58003,0.92703,2.53759,0.92703,2.50827,0.92703,2.58897,0.92703,2.54744,0.92703,2.74807,0.92703,2.40519,0.92703,2.59001,0.92703,2.58474,0.92703,2.67907,0.92703,2.45928,0.92703,2.70962,0.92703,2.54122,0.92703,2.57203,0.92703
471,Ahmedhodžić,17,SHU,2,DEF,4.3,0.0,1.3,21,100.0,Available,0.2,28,134,2.61,0.86158,2.43355,0.86158,2.45759,0.86158,2.88636,0.86158,2.54329,0.86158,2.78362,0.86158,2.42422,0.86158,3.03598,0.86158,1.86232,0.86158,2.45074,0.86158,2.57706,0.86158,3.14755,0.86158,2.10889,0.86158,3.05944,0.86158,2.53701,0.86158,2.55424,0.86158
472,Amissah,17,SHU,1,GKP,3.9,0.0,0.0,0,,Available,0.3,21,106,3.03016,0.002,3.0626,0.002,3.0384,0.002,3.14361,0.002,2.85201,0.002,3.10764,0.002,3.15603,0.002,3.34501,0.002,3.12959,0.002,3.11055,0.002,2.94966,0.002,3.03599,0.002,2.8771,0.002,3.22557,0.002,3.2926,0.002,2.94406,0.002
473,Baldock,17,SHU,2,DEF,3.8,0.0,1.7,19,0.0,Injured,5.8,1199,7795,2.01059,0.01,1.8959,0.48584,1.90592,0.58301,2.21453,0.6154,1.94722,0.6154,2.13463,0.63483,1.85437,0.63483,2.33142,0.63483,1.4162,0.63483,1.87505,0.63483,1.97355,0.63483,2.41842,0.63483,1.60848,0.63483,2.34971,0.63483,1.94233,0.63483,1.95576,0.63483
474,Basham,17,SHU,2,DEF,3.9,0.0,1.0,8,0.0,Injured,0.4,20,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Bogle,17,SHU,2,DEF,4.5,1.0,1.9,34,100.0,Available,0.1,45,234,2.58104,0.93502,2.44686,0.93502,2.48255,0.93502,2.91522,0.93502,2.58859,0.93502,2.82513,0.93502,2.4714,0.93502,3.07351,0.93502,1.91835,0.93502,2.4975,0.93502,2.62183,0.93502,3.18333,0.93502,2.16104,0.93502,3.09661,0.93502,2.58241,0.93502,2.59937,0.93502
477,Brewster,17,SHU,4,FWD,4.9,-1.0,0.6,5,0.0,Suspended,0.0,14,38,0.0,0.0,1.41402,0.89446,1.48262,0.89446,1.47753,0.89446,1.33499,0.89446,1.44344,0.89446,1.38861,0.89446,1.71188,0.89446,1.29958,0.89446,1.403,0.89446,1.38159,0.89446,1.61541,0.89446,1.477,0.89446,1.7368,0.89446,1.58441,0.89446,1.4678,0.89446
478,Coulibaly,17,SHU,3,MID,4.4,0.0,0.0,0,100.0,Available,0.0,16,16,1.1968,7e-05,1.22061,7e-05,1.21319,7e-05,1.19658,7e-05,1.18383,7e-05,1.21519,7e-05,1.19905,7e-05,1.27703,7e-05,1.14376,7e-05,1.2156,7e-05,1.21355,7e-05,1.25021,7e-05,1.16478,7e-05,1.26209,7e-05,1.19664,7e-05,1.20861,7e-05
479,A.Davies,17,SHU,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.2,31,43,3.03016,0.00202,3.0626,0.00202,3.0384,0.00202,3.14361,0.00202,2.85201,0.00202,3.10764,0.00202,3.15603,0.00202,3.34501,0.00202,3.12959,0.00202,3.11055,0.00202,2.94966,0.00202,3.03599,0.00202,2.8771,0.00202,3.22557,0.00202,3.2926,0.00202,2.94406,0.00202
480,Egan,17,SHU,2,DEF,4.3,0.0,0.2,1,0.0,Injured,0.1,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Fleck,17,SHU,3,MID,4.9,0.0,0.8,3,100.0,Available,0.0,1,6,1.65939,0.11668,1.69992,0.11668,1.68729,0.11668,1.65902,0.11668,1.63731,0.11668,1.6907,0.11668,1.66322,0.11668,1.79594,0.11668,1.56912,0.11668,1.69138,0.11668,1.6879,0.11668,1.7503,0.11668,1.60491,0.11668,1.77051,0.11668,1.65911,0.11668,1.67949,0.11668
482,Foderingham,17,SHU,1,GKP,4.5,1.5,2.4,52,,Available,0.3,62,495,3.58098,0.93,3.62087,0.25486,3.59111,0.14107,3.7205,0.11465,3.3619,0.11465,3.67626,0.0694,3.73578,0.0694,3.96818,0.0694,3.70326,0.0694,3.67984,0.0694,3.48199,0.0694,3.58815,0.0694,3.39275,0.0694,3.82129,0.0694,3.90373,0.0694,3.4751,0.0694
483,Jebbison,17,SHU,4,FWD,4.8,0.0,0.0,0,25.0,Doubtful,0.0,8,22,1.69077,0.04924,1.70974,0.1908,1.74895,0.3939,1.72188,0.52315,1.55709,0.5847,1.68246,0.61547,1.61908,0.61547,1.9928,0.61547,1.51615,0.61547,1.63571,0.61547,1.61095,0.61547,1.88127,0.61547,1.72125,0.61547,2.02161,0.61547,1.84544,0.61547,1.71063,0.61547
484,Lowe,17,SHU,2,DEF,4.3,0.0,0.9,6,50.0,Doubtful,0.0,0,4,2.09909,0.20081,1.93327,0.41458,1.9259,0.55061,2.25099,0.61539,1.9694,0.64778,2.16682,0.64778,1.87159,0.64778,2.37413,0.64778,1.41001,0.64778,1.89338,0.64778,1.99714,0.64778,2.46578,0.64778,1.61256,0.64778,2.3934,0.64778,1.96425,0.64778,1.9784,0.64778
485,McBurnie,17,SHU,4,FWD,5.4,5.5,3.1,40,100.0,Available,0.1,444,153,2.90798,0.84084,2.92388,0.84084,3.01153,0.84084,2.97594,0.84084,2.68685,0.84084,2.91996,0.84084,2.80211,0.84084,3.49697,0.84084,2.61072,0.84084,2.83302,0.84084,2.787,0.84084,3.2896,0.84084,2.99208,0.84084,3.55054,0.84084,3.22298,0.84084,2.97233,0.84084
486,Ndiaye,17,SHU,4,FWD,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Norrington-Davies,17,SHU,2,DEF,3.9,0.5,0.7,2,100.0,Available,0.2,65,156,1.05903,0.75066,1.03096,0.75066,1.10529,0.75066,1.39453,0.75066,1.21789,0.75066,1.36046,0.75066,1.14725,0.75066,1.51016,0.75066,0.81391,0.75066,1.16299,0.75066,1.23792,0.75066,1.57635,0.75066,0.96019,0.75066,1.52408,0.75066,1.21416,0.75066,1.22439,0.75066
488,Norwood,17,SHU,3,MID,4.8,0.5,1.8,35,100.0,Available,0.0,2,23,2.39541,0.76941,2.55024,0.76941,2.58126,0.76941,2.57391,0.76941,2.53837,0.76941,2.62579,0.76941,2.5808,0.76941,2.79814,0.76941,2.42669,0.76941,2.62691,0.76941,2.6212,0.76941,2.7234,0.76941,2.48529,0.76941,2.75649,0.76941,2.57406,0.76941,2.60744,0.76941
489,Osborn,17,SHU,3,MID,4.8,0.0,1.0,9,100.0,Available,0.0,1,4,1.59782,0.22477,1.65702,0.22477,1.66766,0.22477,1.64183,0.22477,1.622,0.22477,1.67077,0.22477,1.64567,0.22477,1.76691,0.22477,1.5597,0.22477,1.67139,0.22477,1.66821,0.22477,1.72522,0.22477,1.59239,0.22477,1.74368,0.22477,1.64191,0.22477,1.66053,0.22477
490,Osula,17,SHU,4,FWD,4.3,2.5,1.3,17,100.0,Available,1.2,1420,2367,1.78818,0.87889,1.83553,0.87889,1.88222,0.87889,1.86168,0.87889,1.70462,0.87889,1.82991,0.87889,1.76657,0.87889,2.14004,0.87889,1.6637,0.87889,1.78318,0.87889,1.75845,0.87889,2.02858,0.87889,1.86868,0.87889,2.16883,0.87889,1.99277,0.87889,1.85806,0.87889
