ID,Name,Team,Pos,Price,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
603,Barnes,NEW,MID,6.2,2.77209,0.92812,2.57283,2.95715,0.92812,2.74458,2.50152,0.92812,2.32171,2.82772,0.92812,2.62445,2.60657,0.92812,2.4192,2.64099,0.92812,2.45115,2.82621,0.92812,2.62305,2.91224,0.92812,2.70291,2.7232,0.92812,2.52745,2.75623,0.92812,2.55811,2.71925,0.92812,2.52378,2.87727,0.92812,2.67044,2.72248,0.92812,2.52679,2.75938,0.92812,2.56103,2.76066,0.92812,2.56221,0.0,0.0,0.0
604,Aina,NFO,DEF,4.5,0.0,0.0,0.0,2.72914,0.70546,1.92531,2.32846,0.74259,1.7291,2.30668,0.74259,1.71293,2.28678,0.74259,1.69815,2.40287,0.74259,1.78436,2.96299,0.74259,2.2003,2.85047,0.74259,2.11674,2.2193,0.74259,1.64804,2.75609,0.74259,2.04666,2.41837,0.74259,1.79587,2.03436,0.74259,1.5107,2.51592,0.74259,1.86831,2.35892,0.74259,1.75172,2.8884,0.74259,2.14491,0.0,0.0,0.0
605,Koleosho,BUR,MID,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61324,0.01,0.02613,2.82308,0.73631,2.07865,0.0,0.0,0.0
606,Igor,BHA,DEF,4.3,2.14348,0.86803,1.86061,2.46236,0.86803,2.1374,2.88208,0.86803,2.50173,2.59202,0.86803,2.24995,2.85626,0.86803,2.47932,1.96164,0.86803,1.70276,1.74527,0.86803,1.51495,2.41835,0.86803,2.0992,2.38654,0.86803,2.07159,2.8504,0.86803,2.47423,2.29939,0.86803,1.99594,2.59318,0.86803,2.25096,2.51193,0.86803,2.18043,1.98742,0.86803,1.72515,2.62743,0.86803,2.28069,0.0,0.0,0.0
607,Radu,BOU,GK,4.4,3.27717,0.06028,0.19756,3.09735,0.06028,0.18672,3.31356,0.06028,0.19975,3.35362,0.06028,0.20217,3.41821,0.06028,0.20606,3.4285,0.06028,0.20668,3.48167,0.06028,0.20989,3.5003,0.06028,0.21101,3.3419,0.06028,0.20146,3.446,0.06028,0.20774,3.16768,0.06028,0.19096,3.31409,0.06028,0.19979,3.22955,0.06028,0.19469,3.19405,0.06028,0.19255,3.09344,0.06028,0.18648,3.27798,0.06028,0.19761
608,Bruun Larsen,BUR,MID,4.9,1.6962,0.66532,1.12852,1.82975,0.66532,1.21737,1.88176,0.66532,1.25198,2.09814,0.66532,1.39593,1.96283,0.66532,1.30591,2.04084,0.66532,1.35782,1.92692,0.66532,1.28202,2.04876,0.66532,1.36308,1.97086,0.66532,1.31125,2.00642,0.66532,1.33491,2.04769,0.66532,1.36237,1.98555,0.66532,1.32102,2.09293,0.66532,1.39247,1.96056,0.66532,1.3044,2.0941,0.66532,1.39325,0.0,0.0,0.0
609,Maatsen,CHE,MID,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Bassey,FUL,DEF,4.4,0.0,0.0,0.0,2.48309,0.79057,1.96306,2.32028,0.83218,1.9309,2.3155,0.83218,1.92692,2.6316,0.83218,2.18998,2.40312,0.83218,1.99983,2.43608,0.83218,2.02726,2.79225,0.83218,2.32366,2.56761,0.83218,2.13672,2.27416,0.83218,1.89252,2.22786,0.83218,1.85399,2.88097,0.83218,2.39749,2.3936,0.83218,1.99191,1.95686,0.83218,1.62847,2.32358,0.83218,1.93364,0.0,0.0,0.0
611,Disasi,CHE,DEF,4.9,2.93875,0.90688,2.6651,2.12292,0.90688,1.92523,0.0,0.0,0.0,2.85808,0.90688,2.59194,3.15653,0.90688,2.8626,2.49135,0.90688,2.25936,3.63356,0.90688,3.29521,3.24974,0.90688,2.94713,3.05715,0.90688,2.77248,3.53614,0.90688,3.20686,2.77825,0.90688,2.51954,2.82897,0.90688,2.56554,3.31668,0.90688,3.00784,3.4928,0.90688,3.16756,3.37703,0.90688,3.06257,3.01683,0.90688,2.73591
613,Ugochukwu,CHE,MID,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Kaminski,LUT,GK,4.5,3.67563,0.94938,3.48959,7.38106,0.94938,7.00746,0.0,0.0,0.0,3.53554,0.94938,3.35659,3.5787,0.94938,3.39756,3.84391,0.94938,3.64935,3.55535,0.94938,3.37539,3.47794,0.94938,3.3019,3.58857,0.94938,3.40693,3.11366,0.94938,2.95606,3.44074,0.94938,3.26658,3.68641,0.94938,3.49982,3.74213,0.94938,3.55272,3.32351,0.94938,3.15529,3.95908,0.94938,3.75869,3.62397,0.94938,3.44054
615,Matheus França,CRY,MID,4.8,1.46821,0.61384,0.90125,1.49794,0.61384,0.91949,1.61735,0.61384,0.99279,1.53946,0.61384,0.94498,1.59497,0.61384,0.97905,1.65912,0.61384,1.01843,1.61698,0.61384,0.99256,1.58753,0.61384,0.97449,1.5122,0.61384,0.92825,1.48659,0.61384,0.91252,1.61778,0.61384,0.99306,1.57496,0.61384,0.96677,1.63346,0.61384,1.00268,1.57637,0.61384,0.96764,1.55798,0.61384,0.95635,0.0,0.0,0.0
616,Gvardiol,MCI,DEF,4.8,3.87929,0.85605,3.32086,6.784,0.85605,5.80743,3.5369,0.85605,3.02776,3.58423,0.85605,3.06827,2.36502,0.85605,2.02457,3.02711,0.85605,2.59135,3.25131,0.85605,2.78327,3.4246,0.85605,2.93162,3.68449,0.85605,3.1541,4.05653,0.85605,3.47258,2.93005,0.85605,2.50826,3.87144,0.85605,3.31414,3.70209,0.85605,3.16916,3.50766,0.85605,3.00273,3.66333,0.85605,3.13599,0.0,0.0,0.0
617,Højlund,MUN,FWD,6.9,3.2058,0.89039,2.85441,3.35041,0.89039,2.98317,3.87415,0.89039,3.4495,3.0737,0.89039,2.7368,3.46604,0.89039,3.08612,3.52007,0.89039,3.13424,3.20713,0.89039,2.8556,3.38536,0.89039,3.01429,3.31942,0.89039,2.95558,3.31215,0.89039,2.94911,3.64668,0.89039,3.24697,3.69221,0.89039,3.28751,3.14506,0.89039,2.80033,3.11048,0.89039,2.76954,3.30158,0.89039,2.93969,0.0,0.0,0.0
618,Kellyman,AVL,MID,4.5,1.24237,0.00057,0.0007,1.2031,0.00057,0.00068,1.26023,0.00057,0.00071,1.22061,0.00057,0.00069,1.21231,0.00057,0.00069,1.18981,0.00057,0.00067,1.23591,0.00057,0.0007,1.12161,0.00057,0.00063,1.23166,0.00057,0.0007,1.14851,0.00057,0.00065,1.27931,0.00057,0.00072,1.2156,0.00057,0.00069,1.18358,0.00057,0.00067,1.21577,0.00057,0.00069,1.18015,0.00057,0.00067,0.0,0.0,0.0
619,Greenwood,BOU,DEF,4.0,1.54392,0.0,2e-05,1.13269,0.0,2e-05,1.11454,0.0,2e-05,1.73974,0.0,3e-05,1.9011,0.0,3e-05,1.6109,0.0,2e-05,1.75514,0.0,3e-05,1.79434,0.0,3e-05,1.38431,0.0,2e-05,1.58289,0.0,2e-05,1.32984,0.0,2e-05,1.37836,0.0,2e-05,1.1438,0.0,2e-05,1.64196,0.0,3e-05,1.16596,0.0,2e-05,1.82329,0.0,3e-05
620,Olakigbe,BRE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Hinshelwood,BHA,MID,4.5,2.58967,0.8986,2.32708,2.73576,0.8986,2.45836,2.8372,0.8986,2.54952,2.70265,0.8986,2.42861,2.87772,0.8986,2.58593,2.58037,0.8986,2.31873,2.52887,0.8986,2.27245,2.73791,0.8986,2.46029,2.64888,0.8986,2.38029,2.706,0.8986,2.43162,2.74404,0.8986,2.46581,2.73188,0.8986,2.45487,2.67245,0.8986,2.40147,2.61981,0.8986,2.35417,2.82424,0.8986,2.53787,0.0,0.0,0.0
622,Dodgson,BUR,DEF,4.0,1.7441,0.0,0.44356,1.86842,0.0,0.47518,2.11724,0.0,0.53846,1.5122,0.0,0.38459,1.85174,0.0,0.47094,1.40833,0.0,0.35817,2.00462,0.0,0.50982,1.67442,0.0,0.42584,1.56174,0.0,0.39719,1.56296,0.0,0.3975,1.4644,0.0,0.37243,1.83082,0.0,0.46562,1.47099,0.0,0.3741,2.12633,0.0,0.54077,1.4769,0.0,0.37561,0.0,0.0,0.0
623,Burstow,CHE,FWD,4.5,1.41911,0.0,0.85678,1.32563,0.0,0.80034,0.0,0.0,0.0,1.40345,0.0,0.84732,1.36004,0.0,0.82111,1.48245,0.0,0.89501,1.38403,0.0,0.8356,1.47206,0.0,0.88874,1.49018,0.0,0.89969,1.51368,0.0,0.91387,1.52133,0.0,0.91849,1.38499,0.0,0.83618,1.46501,0.0,0.88449,1.50996,0.0,0.91163,1.48568,0.0,0.89697,1.49455,0.0,0.90232
624,Dobbin,EVE,MID,4.5,1.06011,0.49633,0.52616,1.19528,0.49633,0.59325,1.19372,0.49633,0.59247,1.27745,0.49633,0.63403,1.26242,0.49633,0.62657,1.27592,0.49633,0.63327,1.27177,0.49633,0.63121,1.2351,0.49633,0.61301,1.30968,0.49633,0.65003,1.2316,0.49633,0.61127,1.31949,0.49633,0.6549,1.29149,0.49633,0.641,1.28067,0.49633,0.63563,1.30564,0.49633,0.64802,1.21,0.49633,0.60055,0.0,0.0,0.0
625,De Fougerolles,FUL,DEF,3.9,1.65945,0.00058,0.00096,1.50165,0.00058,0.00086,1.38188,0.00058,0.0008,1.37836,0.00058,0.00079,1.6109,0.00058,0.00093,1.44282,0.00058,0.00083,1.46707,0.00058,0.00084,1.72908,0.00058,0.001,1.56383,0.00058,0.0009,1.34796,0.00058,0.00078,1.3139,0.00058,0.00076,1.79434,0.00058,0.00103,1.43582,0.00058,0.00083,1.11454,0.00058,0.00064,1.38431,0.00058,0.0008,0.0,0.0,0.0
626,Quansah,LIV,DEF,4.0,2.08123,0.14502,0.30181,3.77428,0.14502,0.54733,0.0,0.0,0.0,1.99202,0.14502,0.28888,1.34443,0.14502,0.19497,1.64067,0.14502,0.23792,1.62244,0.14502,0.23528,2.17329,0.14502,0.31517,1.62615,0.14502,0.23582,2.0608,0.14502,0.29885,1.79691,0.14502,0.26058,1.5904,0.14502,0.23064,1.69037,0.14502,0.24513,1.5713,0.14502,0.22787,1.90119,0.14502,0.27571,0.0,0.0,0.0
627,Clark,LIV,MID,4.4,1.13611,0.29926,0.33999,2.32589,0.29926,0.69605,0.0,0.0,0.0,1.21679,0.29926,0.36414,1.15277,0.29926,0.34498,1.18294,0.29926,0.35401,1.2003,0.29926,0.3592,1.23024,0.29926,0.36816,1.19011,0.29926,0.35615,1.20864,0.29926,0.3617,1.19112,0.29926,0.35645,1.17902,0.29926,0.35283,1.1995,0.29926,0.35896,1.16096,0.29926,0.34743,1.22097,0.29926,0.36539,0.0,0.0,0.0
628,Doak,LIV,MID,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,McConnell,LIV,MID,4.4,1.18853,0.01596,0.01896,2.31522,0.01596,0.03694,0.0,0.0,0.0,1.17191,0.01596,0.0187,1.11007,0.01596,0.01771,1.13922,0.01596,0.01818,1.15599,0.01596,0.01844,1.18491,0.01596,0.01891,1.14615,0.01596,0.01829,1.16404,0.01596,0.01857,1.14712,0.01596,0.0183,1.13543,0.01596,0.01812,1.15522,0.01596,0.01843,1.11799,0.01596,0.01784,1.17595,0.01596,0.01876,0.0,0.0,0.0
630,Barkley,LUT,MID,4.9,4.30825,0.9371,4.03726,7.75798,0.9371,7.27,0.0,0.0,0.0,3.71229,0.9371,3.47879,3.5676,0.9371,3.3432,3.93665,0.9371,3.68903,3.60649,0.9371,3.37964,3.42176,0.9371,3.20653,4.0246,0.9371,3.77146,3.29775,0.9371,3.09032,3.80498,0.9371,3.56565,3.67769,0.9371,3.44636,3.9165,0.9371,3.67015,3.61208,0.9371,3.38488,3.98204,0.9371,3.73157,3.71223,0.9371,3.47873
631,Brown,LUT,FWD,4.9,2.51192,0.90522,2.27384,4.64904,0.90522,4.20842,0.0,0.0,0.0,2.43966,0.90522,2.20843,2.33744,0.90522,2.1159,2.88692,0.90522,2.61331,2.5864,0.90522,2.34127,2.22838,0.90522,2.01718,2.41972,0.90522,2.19038,2.29462,0.90522,2.07714,2.44412,0.90522,2.21247,2.56051,0.90522,2.31783,2.57632,0.90522,2.33214,2.60713,0.90522,2.36004,2.89425,0.90522,2.61994,2.4618,0.90522,2.22847
632,Forson,MUN,MID,4.4,1.11791,0.16863,0.18851,1.18463,0.16863,0.19976,1.25018,0.16863,0.21081,1.12237,0.16863,0.18926,1.25353,0.16863,0.21138,1.24399,0.16863,0.20977,1.2122,0.16863,0.20441,1.17019,0.16863,0.19732,1.21437,0.16863,0.20477,1.21023,0.16863,0.20408,1.25719,0.16863,0.21199,1.24802,0.16863,0.21045,1.17957,0.16863,0.19891,1.18316,0.16863,0.19951,1.18292,0.16863,0.19947,0.0,0.0,0.0
633,Livramento,NEW,DEF,4.2,2.32497,0.83685,1.94565,2.35485,0.83685,1.97065,1.74918,0.83685,1.4638,2.46351,0.83685,2.06158,1.8999,0.83685,1.58992,2.48981,0.83685,2.08359,2.47626,0.83685,2.07225,2.64238,0.83685,2.21126,2.37653,0.83685,1.98879,2.24928,0.83685,1.88231,2.17258,0.83685,1.81812,2.82608,0.83685,2.36499,2.62299,0.83685,2.19504,2.16816,0.83685,1.81441,2.24047,0.83685,1.87493,0.0,0.0,0.0
634,A.Murphy,NEW,DEF,3.9,1.68535,0.02169,0.03655,1.61835,0.02169,0.0351,1.10575,0.02169,0.02398,1.6024,0.02169,0.03475,1.14275,0.02169,0.02478,1.59378,0.02169,0.03457,1.58342,0.02169,0.03434,1.71043,0.02169,0.0371,1.50717,0.02169,0.03269,1.40988,0.02169,0.03058,1.35124,0.02169,0.02931,1.85089,0.02169,0.04014,1.69561,0.02169,0.03678,1.34785,0.02169,0.02923,1.40314,0.02169,0.03043,0.0,0.0,0.0
635,Miley,NEW,MID,4.5,2.45246,0.92215,2.26154,2.63396,0.92215,2.42891,2.32427,0.92215,2.14333,2.57729,0.92215,2.37665,2.41618,0.92215,2.22808,2.44141,0.92215,2.25135,2.57719,0.92215,2.37656,2.64025,0.92215,2.43471,2.50168,0.92215,2.30693,2.52589,0.92215,2.32925,2.49878,0.92215,2.30425,2.61461,0.92215,2.41107,2.50115,0.92215,2.30644,2.5282,0.92215,2.33138,2.52913,0.92215,2.33224,0.0,0.0,0.0
636,G.Shelvey,NFO,GK,3.9,2.90462,0.002,0.00581,3.26691,0.002,0.00653,2.91095,0.002,0.00582,2.93545,0.002,0.00587,3.09609,0.002,0.00619,3.0626,0.002,0.00613,3.20049,0.002,0.0064,3.36449,0.002,0.00673,3.02911,0.002,0.00606,2.98234,0.002,0.00596,3.24404,0.002,0.00649,3.03794,0.002,0.00608,3.0437,0.002,0.00609,3.11055,0.002,0.00622,3.07281,0.002,0.00615,0.0,0.0,0.0
637,Powell,NFO,DEF,3.9,1.56383,0.00057,0.0009,1.62316,0.00057,0.00093,1.32984,0.00057,0.00076,1.3139,0.00057,0.00075,1.29933,0.00057,0.00075,1.38431,0.00057,0.00079,1.79434,0.00057,0.00103,1.71197,0.00057,0.00098,1.24993,0.00057,0.00072,1.64288,0.00057,0.00094,1.39566,0.00057,0.0008,1.11454,0.00057,0.00064,1.46707,0.00057,0.00084,1.35214,0.00057,0.00078,1.73974,0.00057,0.001,0.0,0.0,0.0
638,Vini Souza,SHU,MID,5.0,2.75334,0.92533,2.54774,2.76779,0.92533,2.56111,2.76658,0.92533,2.55999,2.72363,0.92533,2.52024,2.80909,0.92533,2.59933,2.7847,0.92533,2.57675,2.95875,0.92533,2.73781,2.63582,0.92533,2.43899,2.81948,0.92533,2.60894,2.81424,0.92533,2.60409,2.90798,0.92533,2.69083,2.71344,0.92533,2.51082,2.93357,0.92533,2.71451,2.76456,0.92533,2.55812,2.81109,0.92533,2.60117,0.0,0.0,0.0
639,Van de Ven,TOT,DEF,4.4,2.59628,0.87244,2.26511,3.01539,0.87244,2.63076,0.0,0.0,0.0,3.25588,0.87244,2.84057,2.54773,0.87244,2.22275,2.88769,0.87244,2.51934,3.32905,0.87244,2.90441,2.57808,0.87244,2.24923,3.20358,0.87244,2.79494,2.23798,0.87244,1.95251,2.20932,0.87244,1.9275,2.68155,0.87244,2.3395,1.96885,0.87244,1.71771,3.31396,0.87244,2.89124,2.76627,0.87244,2.41341,2.28939,0.87244,1.99736
640,Scarlett,TOT,FWD,4.5,1.52758,0.00066,0.00101,1.51797,0.00066,0.001,0.0,0.0,0.0,1.47198,0.00066,0.00097,1.4422,0.00066,0.00095,1.51202,0.00066,0.001,1.70862,0.00066,0.00113,1.55006,0.00066,0.00102,1.71052,0.00066,0.00113,1.50758,0.00066,0.00099,1.39012,0.00066,0.00092,1.38063,0.00066,0.00091,1.34927,0.00066,0.00089,1.62893,0.00066,0.00107,1.57605,0.00066,0.00104,1.49796,0.00066,0.00099
641,Veliz,TOT,FWD,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75191,0.0,0.82925,1.71419,0.0,0.97367,1.80262,0.0,1.08079,2.05161,0.0,1.26891,1.8508,0.0,1.14471,2.08681,0.0,1.29069,1.79699,0.0,1.11143,1.64824,0.0,1.01943,1.63621,0.0,1.01199,1.5965,0.0,0.98743,1.95068,0.0,1.20649,1.88371,0.0,1.16507,1.68827,0.0,1.04419
642,Álvarez,WHU,MID,5.0,2.69582,0.80136,2.16033,2.84481,0.80136,2.27972,2.84582,0.80136,2.28053,2.74052,0.80136,2.19615,2.89612,0.80136,2.32084,2.73196,0.80136,2.18929,2.68266,0.80136,2.14978,2.7898,0.80136,2.23564,2.76659,0.80136,2.21704,2.95183,0.80136,2.36549,2.69958,0.80136,2.16334,2.79949,0.80136,2.24341,2.67263,0.80136,2.14174,2.80162,0.80136,2.24511,2.53533,0.80136,2.03172,0.0,0.0,0.0
643,Aarons,BOU,DEF,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Scott,BOU,MID,4.9,1.83321,0.86972,1.59438,1.85829,0.86972,1.6162,1.90184,0.86972,1.65407,2.04505,0.86972,1.77863,2.17674,0.86972,1.89317,2.07922,0.86972,1.80835,2.19938,0.86972,1.91286,2.12168,0.86972,1.84528,2.11766,0.86972,1.84178,2.16811,0.86972,1.88566,2.00019,0.86972,1.73962,2.10045,0.86972,1.82681,1.95045,0.86972,1.69635,2.14327,0.86972,1.86405,2.00154,0.86972,1.74079,2.10818,0.86972,1.83353
645,Y. Chermiti,EVE,FWD,4.8,1.50245,0.28608,0.42982,1.62653,0.28608,0.46532,1.62049,0.28608,0.46359,1.72126,0.28608,0.49242,1.57106,0.28608,0.44945,1.6403,0.28608,0.46926,1.63666,0.28608,0.46822,1.68459,0.28608,0.48193,1.82693,0.28608,0.52265,1.67331,0.28608,0.4787,1.92264,0.28608,0.55003,1.62477,0.28608,0.46482,1.67283,0.28608,0.47857,1.74075,0.28608,0.498,1.47964,0.28608,0.4233,0.0,0.0,0.0
646,Hein,ARS,GK,4.0,2.83652,0.002,0.00567,3.07281,0.002,0.00615,2.90462,0.002,0.00581,3.0437,0.002,0.00609,2.9339,0.002,0.00587,3.11055,0.002,0.00622,2.66219,0.002,0.00532,3.00696,0.002,0.00601,3.09609,0.002,0.00619,3.01266,0.002,0.00603,3.13798,0.002,0.00628,3.02911,0.002,0.00606,3.05671,0.002,0.00611,3.11444,0.002,0.00623,3.18427,0.002,0.00637,0.0,0.0,0.0
647,Anang,WHU,GK,4.0,2.85201,0.002,0.0057,3.12386,0.002,0.00625,2.9339,0.002,0.00587,3.24404,0.002,0.00649,3.03599,0.002,0.00607,3.01266,0.002,0.00603,2.84973,0.002,0.0057,2.94863,0.002,0.0059,3.13798,0.002,0.00628,3.36449,0.002,0.00673,3.04851,0.002,0.0061,2.93545,0.002,0.00587,2.84632,0.002,0.00569,3.00696,0.002,0.00601,2.66219,0.002,0.00532,0.0,0.0,0.0
648,Francis-Clarke,LUT,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Cannon,EVE,FWD,4.5,1.32471,0.0,0.52151,1.44539,0.0,0.56901,1.38516,0.0,0.5453,1.5017,0.0,0.59118,1.32874,0.0,0.52309,1.51254,0.0,0.59545,1.46797,0.0,0.5779,1.34086,0.0,0.52786,1.47381,0.0,0.5802,1.36369,0.0,0.53685,1.63938,0.0,0.64538,1.40097,0.0,0.55153,1.35434,0.0,0.53317,1.41623,0.0,0.55753,1.38418,0.0,0.54492,0.0,0.0,0.0
650,Onyango,EVE,MID,4.4,1.01981,0.00198,0.00202,1.09574,0.00198,0.00217,1.06652,0.00198,0.00212,1.10289,0.00198,0.00219,1.08039,0.00198,0.00214,1.09078,0.00198,0.00217,1.08759,0.00198,0.00216,1.05939,0.00198,0.0021,1.11674,0.00198,0.00222,1.05669,0.00198,0.0021,1.12428,0.00198,0.00223,1.10275,0.00198,0.00219,1.09443,0.00198,0.00217,1.11363,0.00198,0.00221,1.04009,0.00198,0.00206,0.0,0.0,0.0
651,Stansfield,FUL,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Dibley-Dias,FUL,MID,4.5,1.27931,0.00079,0.00101,1.1917,0.00307,0.00366,1.20199,0.00634,0.00762,1.21319,0.00842,0.01022,1.20404,0.00942,0.01134,1.21231,0.00991,0.01202,1.23533,0.00991,0.01224,1.23131,0.00991,0.0122,1.2596,0.00991,0.01248,1.18981,0.00991,0.01179,1.21577,0.00991,0.01205,1.22235,0.00991,0.01212,1.21355,0.00991,0.01203,1.16096,0.00991,0.01151,1.22061,0.00991,0.0121,0.0,0.0,0.0
653,Seriki,SHU,DEF,3.9,1.38431,0.0,0.00043,1.37836,0.0,0.00043,1.6109,0.0,0.0005,1.41344,0.0,0.00044,1.57265,0.0,0.00049,1.33457,0.0,0.00041,1.71197,0.0,0.00053,0.96234,0.0,0.0003,1.35214,0.0,0.00042,1.43582,0.0,0.00045,1.81373,0.0,0.00056,1.13269,0.0,0.00035,1.75536,0.0,0.00055,1.39566,0.0,0.00043,1.44282,0.0,0.00045,0.0,0.0,0.0
654,Marsh,SHU,FWD,4.5,1.42288,0.0,0.19377,1.5892,0.0,0.21642,1.47666,0.0,0.2011,1.44988,0.0,0.19745,1.5385,0.0,0.20952,1.38358,0.0,0.18842,1.70034,0.0,0.23156,1.42011,0.0,0.19339,1.46622,0.0,0.19967,1.41809,0.0,0.19312,1.54499,0.0,0.2104,1.39706,0.0,0.19026,1.72921,0.0,0.23549,1.57687,0.0,0.21474,1.46726,0.0,0.19982,0.0,0.0,0.0
655,Brooks,SHU,MID,4.4,1.63316,0.83699,1.36694,1.65787,0.83699,1.38763,1.67501,0.83699,1.40197,1.68435,0.83699,1.40979,1.75009,0.83699,1.46481,1.73545,0.83699,1.45257,1.83986,0.83699,1.53995,1.64615,0.83699,1.37782,1.75632,0.83699,1.47003,1.75318,0.83699,1.4674,1.8094,0.83699,1.51446,1.69271,0.83699,1.41679,1.82476,0.83699,1.52731,1.72337,0.83699,1.44245,1.75128,0.83699,1.46581,0.0,0.0,0.0
656,Hackford,SHU,FWD,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Rak-Sakyi,CRY,MID,4.5,1.24937,0.05516,0.06891,1.22746,0.05516,0.0677,1.28467,0.05516,0.07086,1.22183,0.05516,0.06739,1.25032,0.05516,0.06896,1.29424,0.05516,0.07139,1.26538,0.05516,0.06979,1.24522,0.05516,0.06868,1.19365,0.05516,0.06584,1.17611,0.05516,0.06487,1.26593,0.05516,0.06982,1.23662,0.05516,0.06821,1.27667,0.05516,0.07042,1.23758,0.05516,0.06826,1.22499,0.05516,0.06757,0.0,0.0,0.0
658,Gordon,CRY,FWD,4.5,1.46622,0.0,0.00126,1.57687,0.0,0.00135,1.54499,0.0,0.00132,1.43639,0.0,0.00123,1.55318,0.0,0.00133,1.55676,0.0,0.00133,1.56043,0.0,0.00134,1.5385,0.0,0.00132,1.41917,0.0,0.00122,1.42011,0.0,0.00122,1.58793,0.0,0.00136,1.6706,0.0,0.00143,1.56553,0.0,0.00134,1.47666,0.0,0.00127,1.53287,0.0,0.00131,0.0,0.0,0.0
