ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
632,Forson,MUN,MID,4.4,1.19658,0.00091,0.00109,1.2343,0.00091,0.00112,1.16214,0.00091,0.00106,1.22875,0.00091,0.00112,1.27703,0.00091,0.00116,1.12219,0.00091,0.00102,1.24624,0.00091,0.00113,1.23926,0.00091,0.00113,1.21355,0.00091,0.0011,1.16879,0.00091,0.00106,1.19823,0.00091,0.00109,1.21519,0.00091,0.0011,1.26356,0.00091,0.00115,1.24822,0.00091,0.00113,1.18258,0.00091,0.00107,1.18861,0.00091,0.00108,1.18843,0.00091,0.00108,0,0,0
633,Livramento,NEW,DEF,4.3,1.86385,0.74849,1.39508,2.74956,0.74849,2.05802,2.61798,0.74849,1.95954,2.65458,0.74849,1.98693,1.95059,0.74849,1.46,2.63461,0.74849,1.97198,1.97976,0.74849,1.48184,2.61693,0.74849,1.95875,2.6158,0.74849,1.95791,2.7922,0.74849,2.08994,2.46628,0.74849,1.84599,2.31509,0.74849,1.73282,2.2017,0.74849,1.64796,2.98646,0.74849,2.23534,2.73944,0.74849,2.05045,2.25974,0.74849,1.6914,2.33498,0.74849,1.74772,0,0,0
634,A.Murphy,NEW,DEF,3.9,1.27851,0.03659,0.04678,1.83673,0.03659,0.0672,1.67176,0.03659,0.06117,1.65988,0.03659,0.06073,1.14226,0.03659,0.04179,1.64519,0.03659,0.0602,1.16371,0.03659,0.04258,1.63219,0.03659,0.05972,1.63136,0.03659,0.05969,1.76106,0.03659,0.06444,1.52142,0.03659,0.05567,1.41026,0.03659,0.0516,1.32689,0.03659,0.04855,1.9039,0.03659,0.06966,1.72227,0.03659,0.06302,1.36956,0.03659,0.05011,1.42489,0.03659,0.05213,0,0,0
635,Miley,NEW,MID,4.5,2.18993,0.91,1.99283,2.35201,0.91,2.14033,2.41565,0.91,2.19824,2.57303,0.91,2.34145,2.2549,0.91,2.05195,2.4799,0.91,2.2567,2.30495,0.91,2.0975,2.34054,0.91,2.12989,2.4741,0.91,2.25142,2.50491,0.91,2.27947,2.39705,0.91,2.18131,2.40775,0.91,2.19105,2.38307,0.91,2.16859,2.4869,0.91,2.26307,2.39174,0.91,2.17648,2.42539,0.91,2.2071,2.42051,0.91,2.20266,0,0,0
636,G.Shelvey,NFO,GK,3.9,2.86091,0.002,0.00572,3.10764,0.002,0.00622,2.91635,0.002,0.00583,3.27944,0.002,0.00656,2.90433,0.002,0.00581,2.91154,0.002,0.00582,3.11807,0.002,0.00624,3.08562,0.002,0.00617,3.15357,0.002,0.00631,3.34501,0.002,0.00669,3.06626,0.002,0.00613,2.97958,0.002,0.00596,3.2926,0.002,0.00659,3.03794,0.002,0.00608,3.0443,0.002,0.00609,3.11469,0.002,0.00623,3.0962,0.002,0.00619,0,0,0
637,Powell,NFO,DEF,3.9,1.41334,0.00094,0.00133,1.57265,0.00094,0.00148,1.59744,0.00094,0.0015,1.64915,0.00094,0.00155,1.28458,0.00094,0.00121,1.29531,0.00094,0.00122,1.30314,0.00094,0.00122,1.41605,0.00094,0.00133,1.7415,0.00094,0.00163,1.73982,0.00094,0.00163,1.26544,0.00094,0.00119,1.66344,0.00094,0.00156,1.40929,0.00094,0.00132,1.11454,0.00094,0.00105,1.46981,0.00094,0.00138,1.31031,0.00094,0.00123,1.74308,0.00094,0.00164,0,0,0
638,"Vini Souza",SHU,MID,5,2.52202,0.91543,2.30874,2.60267,0.91543,2.38257,2.71485,0.91543,2.48527,2.70727,0.91543,2.47832,2.675,0.91543,2.44878,2.65566,0.91543,2.43108,2.72015,0.91543,2.49012,2.68099,0.91543,2.45427,2.87018,0.91543,2.62746,2.55204,0.91543,2.33622,2.71558,0.91543,2.48593,2.71616,0.91543,2.48647,2.80027,0.91543,2.56346,2.59786,0.91543,2.37816,2.83393,0.91543,2.59427,2.67513,0.91543,2.4489,2.70418,0.91543,2.4755,0,0,0
639,"Van de Ven",TOT,DEF,4.4,3.04451,0.87106,2.65196,2.67157,0.87106,2.32711,2.59912,0.87106,2.264,3.02022,0.87106,2.6308,2.21728,0.87106,1.93139,3.11786,0.87106,2.71586,2.40289,0.87106,2.09307,2.79561,0.87106,2.43515,3.30538,0.87106,2.8792,2.50682,0.87106,2.1836,3.13955,0.87106,2.73475,2.15425,0.87106,1.87649,2.13682,0.87106,1.86131,2.60437,0.87106,2.26857,1.90608,0.87106,1.66032,3.2775,0.87106,2.85492,2.69273,0.87106,2.34554,0,0,0
640,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Veliz,TOT,FWD,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1.74536,0.01,0.01745,1.80559,0.47334,0.85466,1.79222,0.56801,1.01799,1.85639,0.59956,1.11302,2.1573,0.6185,1.33428,1.88451,0.6185,1.16556,2.15124,0.6185,1.33053,1.85452,0.6185,1.14701,1.70459,0.6185,1.05428,1.70467,0.6185,1.05433,1.66014,0.6185,1.02679,1.98406,0.6185,1.22713,1.88256,0.6185,1.16436,0,0,0
642,Álvarez,WHU,MID,5,2.7086,0.71434,1.93486,2.55331,0.71434,1.82393,2.55517,0.71434,1.82525,2.67302,0.71434,1.90944,2.66771,0.71434,1.90565,2.5917,0.71434,1.85135,2.72512,0.71434,1.94666,2.59213,0.71434,1.85166,2.50932,0.71434,1.7925,2.62267,0.71434,1.87348,2.59156,0.71434,1.85125,2.79965,0.71434,1.9999,2.55534,0.71434,1.82538,2.59583,0.71434,1.85431,2.51969,0.71434,1.79991,2.62594,0.71434,1.87581,2.39914,0.71434,1.7138,0,0,0
643,Aarons,BOU,DEF,4.4,2.34514,0.63861,1.49763,2.96672,0.8148,2.41729,2.69674,0.8591,2.31677,2.15527,0.87196,1.87932,2.15223,0.87196,1.87666,3.05001,0.87196,2.65949,3.31805,0.87196,2.89322,2.90352,0.87196,2.53176,3.10726,0.87196,2.70941,3.04776,0.87196,2.65753,2.58289,0.87196,2.25218,2.81679,0.87196,2.45614,2.3951,0.87196,2.08844,2.52948,0.87196,2.20561,2.19401,0.87196,1.9131,2.89129,0.87196,2.52109,2.22567,0.87196,1.9407,3.21893,0.87196,2.80679
644,Scott,BOU,MID,4.9,1.96695,0.86479,1.70099,2.14499,0.86479,1.85496,1.99613,0.86479,1.72623,1.94591,0.86479,1.6828,1.96471,0.86479,1.69906,2.06558,0.86479,1.78629,2.15526,0.86479,1.86384,2.0514,0.86479,1.77403,2.17224,0.86479,1.87853,2.10993,0.86479,1.82465,2.12968,0.86479,1.84172,2.16604,0.86479,1.87316,1.96761,0.86479,1.70156,2.09729,0.86479,1.81371,1.93662,0.86479,1.67476,2.12305,0.86479,1.83599,1.98379,0.86479,1.71556,2.08375,0.86479,1.802
645,"Y. Chermiti",EVE,FWD,4.8,1.65067,0.11745,0.19388,1.6398,0.11745,0.1926,1.50194,0.11745,0.17641,1.60603,0.11745,0.18863,1.61292,0.11745,0.18944,1.69764,0.11745,0.19939,1.56032,0.11745,0.18326,1.63083,0.11745,0.19155,1.61535,0.11745,0.18973,1.64903,0.11745,0.19368,1.76287,0.11745,0.20705,1.55309,0.11745,0.18242,1.9098,0.11745,0.22431,1.58134,0.11745,0.18573,1.64454,0.11745,0.19316,1.72403,0.11745,0.20249,1.46303,0.11745,0.17184,0,0,0
646,Hein,ARS,GK,4,3.11003,0.002,0.00622,2.91154,0.002,0.00582,2.84458,0.002,0.00569,3.0962,0.002,0.00619,2.91635,0.002,0.00583,3.0443,0.002,0.00609,2.9285,0.002,0.00586,3.11469,0.002,0.00623,2.66085,0.002,0.00532,3.02657,0.002,0.00605,3.11807,0.002,0.00624,3.03016,0.002,0.00606,3.14361,0.002,0.00629,3.06626,0.002,0.00613,3.05795,0.002,0.00612,3.15603,0.002,0.00631,3.22979,0.002,0.00646,0,0,0
647,Anang,WHU,GK,4,3.05795,0.002,0.00612,3.15603,0.002,0.00631,2.86091,0.002,0.00572,3.11003,0.002,0.00622,2.9285,0.002,0.00586,3.2926,0.002,0.00659,3.05737,0.002,0.00612,3.03016,0.002,0.00606,2.8771,0.002,0.00575,2.94406,0.002,0.00589,3.14361,0.002,0.00629,3.34501,0.002,0.00669,3.0867,0.002,0.00617,2.91154,0.002,0.00582,2.85488,0.002,0.00571,3.02657,0.002,0.00605,2.66085,0.002,0.00532,0,0,0
648,Francis-Clarke,LUT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Cannon,EVE,FWD,4.5,1.5867,0,0.62465,1.40395,0,0.5527,1.32471,0,0.52151,1.44539,0,0.56901,1.38516,0,0.5453,1.5017,0,0.59118,1.32874,0,0.52309,1.51254,0,0.59545,1.46797,0,0.5779,1.34086,0,0.52786,1.47381,0,0.5802,1.36369,0,0.53685,1.63938,0,0.64538,1.40097,0,0.55153,1.35434,0,0.53317,1.41623,0,0.55753,1.38418,0,0.54492,0,0,0
650,Onyango,EVE,MID,4.5,1.10286,0.00323,0.00356,1.10602,0.00323,0.00357,1.04015,0.00323,0.00336,1.11518,0.00323,0.0036,1.09064,0.00323,0.00352,1.1256,0.00323,0.00364,1.09873,0.00323,0.00355,1.09811,0.00323,0.00355,1.11103,0.00323,0.00359,1.07262,0.00323,0.00347,1.1362,0.00323,0.00367,1.07567,0.00323,0.00348,1.14677,0.00323,0.0037,1.11929,0.00323,0.00362,1.12137,0.00323,0.00362,1.12938,0.00323,0.00365,1.0609,0.00323,0.00343,0,0,0
651,Stansfield,FUL,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Dibley-Dias,FUL,MID,4.5,1.24624,0.00078,0.00097,1.20241,0.00302,0.00363,1.27665,0.00623,0.00795,1.1968,0.00827,0.0099,1.19905,0.00925,0.01109,1.21544,0.00973,0.01183,1.19658,0.00973,0.01164,1.20861,0.00973,0.01176,1.2321,0.00973,0.01199,1.22807,0.00973,0.01195,1.26356,0.00973,0.0123,1.19445,0.00973,0.01162,1.19823,0.00973,0.01166,1.22063,0.00973,0.01188,1.21355,0.00973,0.01181,1.16096,0.00973,0.0113,1.22875,0.00973,0.01196,0,0,0
653,Seriki,SHU,DEF,3.9,1.65001,0.00056,0.00092,1.50459,0.00056,0.00084,1.41605,0.00056,0.00079,1.37866,0.00056,0.00077,1.64052,0.00056,0.00091,1.41334,0.00056,0.00078,1.57265,0.00056,0.00087,1.33457,0.00056,0.00074,1.73982,0.00056,0.00097,0.96708,0.00056,0.00054,1.31031,0.00056,0.00073,1.43582,0.00056,0.0008,1.84353,0.00056,0.00102,1.12568,0.00056,0.00062,1.75536,0.00056,0.00097,1.40929,0.00056,0.00078,1.4207,0.00056,0.00079,0,0,0
654,Marsh,SHU,FWD,4.5,1.48501,0,0.20223,1.53287,0,0.20875,1.42288,0,0.19377,1.5892,0,0.21642,1.47666,0,0.2011,1.44988,0,0.19745,1.5385,0,0.20952,1.38358,0,0.18842,1.70034,0,0.23156,1.42011,0,0.19339,1.46622,0,0.19967,1.41809,0,0.19312,1.54499,0,0.2104,1.39706,0,0.19026,1.72921,0,0.23549,1.57687,0,0.21474,1.46726,0,0.19982,0,0,0
655,Brooks,SHU,MID,4.4,1.73061,0.79894,1.38266,1.7768,0.79894,1.41956,1.83904,0.79894,1.46928,1.81338,0.79894,1.44878,1.77387,0.79894,1.41722,1.76105,0.79894,1.40697,1.80382,0.79894,1.44115,1.77784,0.79894,1.42039,1.90332,0.79894,1.52064,1.69232,0.79894,1.35206,1.80079,0.79894,1.43872,1.80117,0.79894,1.43903,1.85696,0.79894,1.4836,1.72271,0.79894,1.37634,1.87928,0.79894,1.50143,1.77396,0.79894,1.41729,1.79322,0.79894,1.43268,0,0,0
656,Hackford,SHU,FWD,4.4,1.21476,0.00412,0.00501,1.28477,0.00412,0.0053,1.30172,0.00412,0.00537,1.29781,0.00412,0.00535,1.30559,0.00412,0.00538,1.20366,0.00412,0.00496,1.27921,0.00412,0.00527,1.23679,0.00412,0.0051,1.48691,0.00412,0.00613,1.17349,0.00412,0.00484,1.22901,0.00412,0.00507,1.23136,0.00412,0.00508,1.39293,0.00412,0.00574,1.30518,0.00412,0.00538,1.50619,0.00412,0.00621,1.38829,0.00412,0.00572,1.29806,0.00412,0.00535,0,0,0
657,Rak-Sakyi,CRY,MID,4.5,1.29774,0.16719,0.21697,1.2452,0.16719,0.20819,1.27092,0.16719,0.21249,1.25369,0.16719,0.20961,1.307,0.16719,0.21852,1.24943,0.16719,0.20889,1.26737,0.16719,0.21189,1.32286,0.16719,0.22117,1.28618,0.16719,0.21504,1.27287,0.16719,0.21281,1.21681,0.16719,0.20344,1.20125,0.16719,0.20084,1.29262,0.16719,0.21611,1.26178,0.16719,0.21096,1.30232,0.16719,0.21774,1.25363,0.16719,0.2096,1.25386,0.16719,0.20963,0,0,0
658,Gordon,CRY,FWD,4.5,1.48092,0,0.00127,1.44636,0,0.00124,1.46622,0,0.00126,1.57687,0,0.00135,1.54499,0,0.00132,1.43639,0,0.00123,1.55318,0,0.00133,1.55676,0,0.00133,1.56043,0,0.00134,1.5385,0,0.00132,1.41917,0,0.00122,1.42011,0,0.00122,1.58793,0,0.00136,1.6706,0,0.00143,1.56553,0,0.00134,1.47666,0,0.00127,1.53287,0,0.00131,0,0,0
659,Bergström,CHE,GK,3.9,3.07867,0.002,0.00616,2.97958,0.002,0.00596,3.0867,0.002,0.00617,2.66085,0.002,0.00532,2.94406,0.002,0.00589,2.94966,0.002,0.0059,2.91635,0.002,0.00583,2.97973,0.002,0.00596,3.05737,0.002,0.00611,3.17836,0.002,0.00636,3.0443,0.002,0.00609,3.22979,0.002,0.00646,3.11807,0.002,0.00624,2.90433,0.002,0.00581,3.27944,0.002,0.00656,3.11003,0.002,0.00622,3.05795,0.002,0.00612,0,0,0
660,Odobert,BUR,MID,5,2.28447,0.86875,1.98464,2.70494,0.86875,2.34992,2.36625,0.86875,2.05568,2.48608,0.86875,2.15979,2.47384,0.86875,2.14915,2.72145,0.86875,2.36427,2.50507,0.86875,2.17629,2.58819,0.86875,2.24849,2.43756,0.86875,2.11763,2.6159,0.86875,2.27257,2.51084,0.86875,2.18129,2.56033,0.86875,2.22429,2.60419,0.86875,2.2624,2.5172,0.86875,2.18682,2.68699,0.86875,2.33433,2.50001,0.86875,2.17189,2.68312,0.86875,2.33097,0,0,0
661,Harrison,EVE,MID,5.5,3.85891,0.9394,3.62505,3.88136,0.9394,3.64615,3.46817,0.9394,3.25799,3.98379,0.9394,3.74236,3.86048,0.9394,3.62653,4.07647,0.9394,3.82943,3.91049,0.9394,3.67351,3.90664,0.9394,3.66989,3.98649,0.9394,3.7449,3.74916,0.9394,3.52195,4.14197,0.9394,3.89096,3.76804,0.9394,3.53969,4.20728,0.9394,3.95231,4.03748,0.9394,3.7928,4.05032,0.9394,3.80486,4.09981,0.9394,3.85135,3.67677,0.9394,3.45395,0,0,0
662,Adama,FUL,MID,4.9,1.68642,0.66815,1.12678,1.61346,0.78611,1.26837,1.73704,0.78611,1.36551,1.60413,0.81473,1.30694,1.60788,0.81473,1.30999,1.63515,0.82939,1.35618,1.60376,0.82939,1.33014,1.62378,0.82939,1.34675,1.66289,0.82939,1.37918,1.65618,0.82939,1.37362,1.71525,0.82939,1.4226,1.60021,0.82939,1.32719,1.60652,0.82939,1.33242,1.6438,0.82939,1.36335,1.63201,0.82939,1.35357,1.54447,0.82939,1.28096,1.65731,0.82939,1.37455,0,0,0
663,Hamer,SHU,MID,5,3.09008,0.92962,2.87261,3.17244,0.92962,2.94918,3.29886,0.92962,3.0667,3.25637,0.92962,3.0272,3.19301,0.92962,2.96829,3.16303,0.92962,2.94043,3.26301,0.92962,3.03337,3.2023,0.92962,2.97693,3.4956,0.92962,3.24959,3.00238,0.92962,2.79108,3.25592,0.92962,3.02678,3.25683,0.92962,3.02762,3.38722,0.92962,3.14884,3.07341,0.92962,2.85712,3.4394,0.92962,3.19734,3.19321,0.92962,2.96849,3.23825,0.92962,3.01035,0,0,0
664,Ward-Prowse,WHU,MID,6,5.56721,0.94123,5.24003,5.06751,0.94123,4.7697,4.99614,0.94123,4.70253,5.24092,0.94123,4.93293,5.1595,0.94123,4.85628,4.9552,0.94123,4.66399,5.31378,0.94123,5.0015,4.95635,0.94123,4.66508,4.73378,0.94123,4.45559,5.03844,0.94123,4.74234,4.95482,0.94123,4.66364,5.5141,0.94123,5.19004,4.85747,0.94123,4.57201,4.96631,0.94123,4.67445,4.76166,0.94123,4.48182,5.04722,0.94123,4.75061,4.43768,0.94123,4.17688,0,0,0
665,Krul,LUT,GK,4.4,3.33806,0.06,0.20029,3.12858,0.06,0.18772,3.42817,0.06,0.20569,3.4787,0.06,0.20872,3.36285,0.06,0.20177,3.30646,0.06,0.19839,3.37218,0.06,0.20233,3.53357,0.06,0.21202,3.34842,0.06,0.20091,3.24785,0.06,0.19487,3.33876,0.06,0.20033,2.87725,0.06,0.17264,3.18831,0.06,0.1913,3.43831,0.06,0.2063,3.53848,0.06,0.21231,3.09078,0.06,0.18545,3.67239,0.06,0.22035,3.39651,0.06,0.20379
666,T.Davies,SHU,MID,5,1.14663,0.21181,0.24287,1.1633,0.43729,0.5087,1.20073,0.58078,0.69736,1.18514,0.6491,0.76928,1.16304,0.68327,0.79466,1.1537,0.68327,0.78828,1.18485,0.68327,0.80957,1.16593,0.68327,0.79664,1.25731,0.68327,0.85908,1.10365,0.68327,0.75409,1.18264,0.68327,0.80806,1.18292,0.68327,0.80825,1.22355,0.68327,0.83601,1.12578,0.68327,0.76921,1.2398,0.68327,0.84711,1.1631,0.68327,0.79471,1.17713,0.68327,0.8043,0,0,0
667,Lavia,CHE,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Endo,LIV,MID,5.4,2.27902,0,0,2.12961,0.14568,0.31024,2.37416,0.51662,1.22653,2.27974,0.84366,1.92333,2.27064,0.85695,1.94582,2.31567,0.85695,1.9844,2.14963,0.85695,1.84211,2.2379,0.85695,1.91775,2.28442,0.85695,1.95762,2.34335,0.85695,2.00812,2.24387,0.85695,1.92288,2.29727,0.85695,1.96863,2.25726,0.85695,1.93435,2.23248,0.85695,1.91311,2.26752,0.85695,1.94314,2.15257,0.85695,1.84463,2.33664,0.85695,2.00237,0,0,0
669,Vítek,MUN,GK,4,3.15403,0.002,0.00631,3.29032,0.002,0.00658,2.91397,0.002,0.00583,3.09585,0.002,0.00619,3.3561,0.002,0.00671,2.66969,0.002,0.00534,3.2405,0.002,0.00648,3.14527,0.002,0.00629,2.95945,0.002,0.00592,2.86436,0.002,0.00573,2.9212,0.002,0.00584,3.11795,0.002,0.00624,2.92603,0.002,0.00585,3.06752,0.002,0.00614,3.09694,0.002,0.00619,2.8704,0.002,0.00574,3.12841,0.002,0.00626,0,0,0
670,Marschall,AVL,GK,4,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0,0
671,Humphreys,CHE,DEF,4,1.10635,0,0.00344,1.97156,0,0.00614,1.82682,0,0.00569,1.13358,0,0.00353,1.57288,0,0.0049,1.6348,0,0.00509,1.80247,0,0.00561,1.37447,0,0.00428,2.1239,0,0.00661,1.65963,0,0.00517,1.56467,0,0.00487,2.048,0,0.00638,1.47393,0,0.00459,1.50058,0,0.00467,1.97565,0,0.00615,1.85414,0,0.00577,2.07363,0,0.00646,0,0,0
672,Zaniolo,AVL,MID,5.4,2.08487,0.67927,1.41618,2.095,0.67927,1.42306,2.19531,0.67927,1.4912,2.13189,0.67927,1.44812,2.31848,0.67927,1.57487,2.23242,0.67927,1.5164,2.18043,0.67927,1.48109,2.14386,0.67927,1.45625,2.25255,0.67927,1.53008,1.95734,0.67927,1.32955,2.22538,0.67927,1.51162,2.0276,0.67927,1.37728,2.35608,0.67927,1.6004,2.19256,0.67927,1.48933,2.12833,0.67927,1.4457,2.15364,0.67927,1.46289,2.11322,0.67927,1.43544,0,0,0
673,Adams,BOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1.62303,0.01,0.01623,1.70071,0.05864,0.09973,1.76977,0.07037,0.12454,1.68979,0.07428,0.12552,1.78284,0.07663,0.13661,1.73486,0.07663,0.13294,1.75007,0.07663,0.1341,1.77807,0.07663,0.13625,1.62526,0.07663,0.12454,1.72513,0.07663,0.13219,1.60139,0.07663,0.12271,1.74496,0.07663,0.13371,1.63772,0.07663,0.12549,1.7147,0.07663,0.13139
674,Delcroix,BUR,DEF,4,1.19936,0.25368,0.30426,1.9658,0.33692,0.66232,1.22764,0.37656,0.46228,1.69138,0.39638,0.67043,1.92473,0.39638,0.76292,1.95293,0.39638,0.7741,1.62992,0.39638,0.64607,1.90693,0.39638,0.75587,1.44748,0.39638,0.57375,1.93797,0.39638,0.76817,1.68739,0.39638,0.66885,1.65718,0.39638,0.65688,1.74706,0.39638,0.6925,1.61371,0.39638,0.63964,1.8729,0.39638,0.74238,1.54555,0.39638,0.61263,2.02861,0.39638,0.8041,0,0,0
675,A.Ramsey,BUR,MID,5,1.65098,0.57329,0.94648,1.99056,0.57329,1.14116,1.81033,0.57329,1.03784,1.91292,0.57329,1.09665,1.90195,0.57329,1.09036,2.07295,0.57329,1.18839,1.92352,0.57329,1.10273,1.98092,0.57329,1.13564,1.8769,0.57329,1.076,2.00006,0.57329,1.14661,1.9275,0.57329,1.10501,1.96168,0.57329,1.12461,1.99197,0.57329,1.14197,1.93189,0.57329,1.10753,2.04915,0.57329,1.17475,1.92003,0.57329,1.10073,2.04648,0.57329,1.17322,0,0,0
676,Mavropanos,WHU,DEF,4.5,2.47887,0.75496,1.87144,2.12075,0.75496,1.60107,2.27375,0.75496,1.71658,2.66002,0.75496,2.0082,2.60993,0.75496,1.97038,2.3325,0.75496,1.76094,2.87352,0.75496,2.16939,2.45124,0.75496,1.85058,1.97915,0.75496,1.49417,2.34672,0.75496,1.77167,2.6206,0.75496,1.97844,2.74432,0.75496,2.07184,2.63241,0.75496,1.98736,2.1905,0.75496,1.65373,2.02934,0.75496,1.53206,2.89572,0.75496,2.18615,1.84924,0.75496,1.3961,0,0,0
677,Deivid,CHE,FWD,4.5,1.34154,0.01696,0.02275,1.51036,0.01696,0.02562,1.39289,0.01696,0.02362,1.36433,0.01696,0.02314,1.49654,0.01696,0.02538,1.41354,0.01696,0.02397,1.60293,0.01696,0.02719,1.32701,0.01696,0.02251,1.61458,0.01696,0.02738,1.49762,0.01696,0.0254,1.52903,0.01696,0.02593,1.54406,0.01696,0.02619,1.47076,0.01696,0.02495,1.45288,0.01696,0.02464,1.55202,0.01696,0.02632,1.48316,0.01696,0.02516,1.45494,0.01696,0.02468,0,0,0
678,Doku,MCI,MID,6.5,3.97688,0.91294,3.63066,3.80235,0.91294,3.47132,3.97668,0.91294,3.63048,7.69315,0.91294,7.0234,3.82592,0.91294,3.49285,3.97351,0.91294,3.62759,3.46702,0.91294,3.16519,3.6873,0.91294,3.36629,3.68824,0.91294,3.36715,3.73066,0.91294,3.40588,3.657,0.91294,3.33863,3.79836,0.91294,3.46769,3.7085,0.91294,3.38565,3.89263,0.91294,3.55375,3.93654,0.91294,3.59383,3.77035,0.91294,3.44212,3.9249,0.91294,3.58321,0,0,0
679,G.Montiel,NFO,DEF,4.4,2.45142,0.58496,1.43398,2.64402,0.58496,1.54664,2.62551,0.58496,1.53582,2.642,0.58496,1.54547,2.08833,0.58496,1.22159,2.10518,0.58496,1.23144,2.11746,0.58496,1.23863,2.29465,0.58496,1.34228,2.80539,0.58496,1.64104,2.80276,0.58496,1.6395,2.05829,0.58496,1.20402,2.68288,0.58496,1.56938,2.28404,0.58496,1.33607,1.82149,0.58496,1.0655,2.37902,0.58496,1.39163,2.1287,0.58496,1.24521,2.80786,0.58496,1.64248,0,0,0
680,Beach,CHE,GK,4,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0,0
681,"Diego Moreira",CHE,MID,4.5,1.36349,0,0.20478,1.45946,0,0.2192,1.41859,0,0.21306,1.3414,0,0.20146,1.45278,0,0.21819,1.43373,0,0.21533,1.46459,0,0.21997,1.37717,0,0.20684,1.45813,0,0.219,1.48094,0,0.22242,1.45374,0,0.21834,1.49704,0,0.22484,1.42594,0,0.21416,1.39342,0,0.20928,1.4623,0,0.21962,1.5048,0,0.22601,1.5295,0,0.22972,0,0,0
682,Johnson,LUT,DEF,4,1.40071,0.00167,0.00233,1.14614,0.00167,0.00191,1.95626,0.00167,0.00326,1.60312,0.00167,0.00267,0.98654,0.00167,0.00164,1.52743,0.00167,0.00254,1.67377,0.00167,0.00279,1.77979,0.00167,0.00296,1.28677,0.00167,0.00214,1.16437,0.00167,0.00194,1.70255,0.00167,0.00284,1.04122,0.00167,0.00173,1.6556,0.00167,0.00276,1.66423,0.00167,0.00277,1.80775,0.00167,0.00301,1.37288,0.00167,0.00229,1.76415,0.00167,0.00294,1.59592,0.00167,0.00266
683,Harris,FUL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Brierley,BRE,MID,4.5,1.22708,0.00201,0.00247,1.19487,0.00201,0.0024,1.23122,0.00201,0.00247,2.38822,0.00201,0.0048,1.22904,0.00201,0.00247,1.24828,0.00201,0.00251,1.18309,0.00201,0.00238,1.23716,0.00201,0.00249,1.27928,0.00201,0.00257,1.25046,0.00201,0.00251,1.19608,0.00201,0.0024,1.27476,0.00201,0.00256,1.26404,0.00201,0.00254,1.23127,0.00201,0.00248,1.3133,0.00201,0.00264,1.25021,0.00201,0.00251,1.29955,0.00201,0.00261,0,0,0
